,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
2453,2015,62,Y,160.15,larceny,17,M,B,Y,Y,2122015,2033,1,1,1,1,0,0,1,0,0,0,0
2454,2015,62,Y,160.15,larceny,15,M,Q,Y,Y,2122015,2033,1,1,1,1,0,0,0,0,1,0,0
2631,2015,67,Y,160.15,larceny,21,M,B,Y,N,10312015,2015,1,1,0,1,0,0,1,0,0,0,0
3580,2015,108,Y,160.15,larceny,39,M,Q,Y,Y,3212015,2234,1,1,1,1,0,0,0,0,1,0,0
3686,2015,110,Y,160.15,larceny,30,M,Q,Y,Y,11272015,615,1,1,1,1,0,0,0,0,1,0,0
3687,2015,110,Y,160.15,larceny,40,M,Q,Y,Y,11272015,615,1,1,1,1,0,0,0,0,1,0,0
3688,2015,110,Y,160.15,larceny,21,M,Q,Y,Y,11272015,615,1,1,1,1,0,0,0,0,1,0,0
3661,2015,110,Y,160.1502,larceny,16,M,Q,Y,Y,8142015,320,1,1,1,1,0,0,0,0,1,0,0
3781,2015,114,Y,160.5,larceny,24,M,I,N,N,8122015,2351,1,0,0,1,0,0,0,1,0,0,0
1742,2015,43,Y,165.05,larceny,22,M,B,Y,Y,3222015,133,1,1,1,1,0,0,1,0,0,0,0
3556,2015,107,Y,165.05,larceny,16,M,A,Y,Y,5302015,614,1,1,1,1,0,1,0,0,0,0,0
3557,2015,107,Y,165.05,larceny,17,M,A,Y,Y,5302015,614,1,1,1,1,0,1,0,0,0,0,0
3582,2015,108,Y,165.05,larceny,37,M,Q,N,N,7252015,10,1,0,0,1,0,0,0,0,1,0,0
3953,2015,123,Y,165.05,larceny,28,M,W,Y,Y,6152015,1935,1,1,1,1,0,0,0,0,0,1,0
3120,2015,90,Y,165.06,larceny,47,M,Q,N,Y,6202015,2305,1,0,1,1,0,0,0,0,1,0,0
699,2015,25,Y,165.09,larceny,35,M,B,Y,Y,10072015,2255,1,1,1,1,0,0,1,0,0,0,0
1460,2015,41,Y,165.09,larceny,37,M,Q,Y,Y,7252015,145,1,1,1,1,0,0,0,0,1,0,0
228,2015,13,Y,165.15,larceny,55,M,B,Y,Y,6172015,1950,1,1,1,1,0,0,1,0,0,0,0
247,2015,13,Y,165.15,larceny,38,M,W,N,N,7292015,1401,1,0,0,1,0,0,0,0,0,1,0
294,2015,14,Y,165.16,larceny,37,F,Q,Y,Y,2032015,1018,1,1,1,0,1,0,0,0,1,0,0
533,2015,23,Y,165.16,larceny,33,M,Q,N,N,5202015,1405,1,0,0,1,0,0,0,0,1,0,0
641,2015,25,Y,165.16,larceny,48,F,B,Y,Y,3212015,1340,1,1,1,0,1,0,1,0,0,0,0
652,2015,25,Y,165.16,larceny,29,M,B,N,N,4092015,1303,1,0,0,1,0,0,1,0,0,0,0
171,2015,13,Y,165.4,contraband,42,M,Q,Y,Y,1102015,1350,1,1,1,1,0,0,0,0,1,0,0
172,2015,13,Y,165.4,contraband,48,M,W,Y,Y,1102015,1350,1,1,1,1,0,0,0,0,0,1,0
178,2015,13,Y,165.4,contraband,40,M,Q,Y,Y,1202015,1400,1,1,1,1,0,0,0,0,1,0,0
179,2015,13,Y,165.4,contraband,46,M,Q,Y,Y,1202015,1400,1,1,1,1,0,0,0,0,1,0,0
242,2015,13,Y,165.4,contraband,23,M,B,N,N,7172015,1320,1,0,0,1,0,0,1,0,0,0,0
500,2015,20,Y,165.4,contraband,35,M,B,Y,Y,5272015,1500,1,1,1,1,0,0,1,0,0,0,0
2202,2015,49,Y,165.4,contraband,34,F,P,Y,N,3282015,1145,1,1,0,0,1,0,0,0,1,0,0
2522,2015,66,Y,165.4,contraband,22,M,Q,Y,Y,4292015,2314,1,1,1,1,0,0,0,0,1,0,0
2685,2015,70,Y,165.4,contraband,51,M,B,Y,N,7012015,1700,1,1,0,1,0,0,1,0,0,0,0
227,2015,13,Y,165.45,contraband,55,M,B,Y,Y,6172015,330,1,1,1,1,0,0,1,0,0,0,0
268,2015,13,Y,165.45,contraband,53,M,B,Y,Y,11042015,1615,1,1,1,1,0,0,1,0,0,0,0
269,2015,13,Y,165.45,contraband,58,M,B,Y,Y,11042015,1615,1,1,1,1,0,0,1,0,0,0,0
2195,2015,49,Y,165.45,contraband,49,M,W,Y,N,2192015,120,1,1,0,1,0,0,0,0,0,1,0
2566,2015,66,Y,165.45,contraband,17,M,P,Y,Y,9012015,1426,1,1,1,1,0,0,0,0,1,0,0
2567,2015,66,Y,165.45,contraband,39,M,W,Y,N,9032015,2210,1,1,0,1,0,0,0,0,0,1,0
2606,2015,67,Y,165.45,contraband,21,F,B,Y,Y,4302015,2336,1,1,1,0,1,0,1,0,0,0,0
2607,2015,67,Y,165.45,contraband,28,M,B,Y,Y,4302015,2336,1,1,1,1,0,0,1,0,0,0,0
4,2015,1,Y,165.71,larceny,29,M,B,Y,Y,12192015,1140,1,1,1,1,0,0,1,0,0,0,0
197,2015,13,Y,170.1,contraband,31,M,B,N,N,4112015,29,1,0,0,1,0,0,1,0,0,0,0
521,2015,23,Y,170.1,contraband,25,M,Q,Y,Y,2052015,1345,1,1,1,1,0,0,0,0,1,0,0
609,2015,25,Y,170.1,contraband,27,M,B,Y,Y,1172015,1318,1,1,1,1,0,0,1,0,0,0,0
627,2015,25,Y,170.1,contraband,33,M,B,Y,Y,2112015,1345,1,1,1,1,0,0,1,0,0,0,0
651,2015,25,Y,170.1,contraband,34,M,A,N,Y,4092015,1227,1,0,1,1,0,1,0,0,0,0,0
2734,2015,72,Y,170.1,contraband,19,M,Q,Y,N,9082015,2212,1,1,0,1,0,0,0,0,1,0,0
425,2015,19,Y,170.2,contraband,22,M,Q,Y,Y,5202015,1740,1,1,1,1,0,0,0,0,1,0,0
2514,2015,66,Y,170.2,contraband,26,M,B,Y,Y,3032015,1505,1,1,1,1,0,0,1,0,0,0,0
3079,2015,84,Y,170.25,contraband,20,M,B,N,N,10272015,1400,1,0,0,1,0,0,1,0,0,0,0
128,2015,9,Y,170.3,contraband,23,M,B,N,N,5012015,1450,1,0,0,1,0,0,1,0,0,0,0
169,2015,13,Y,175.15,other,36,M,B,Y,N,1072015,1928,1,1,0,1,0,0,1,0,0,0,0
3951,2015,123,Y,190.23,larceny,28,M,W,N,Y,3242015,913,1,0,1,1,0,0,0,0,0,1,0
190,2015,13,Y,190.25,larceny,23,M,A,Y,Y,3162015,1900,1,1,1,1,0,1,0,0,0,0,0
3848,2015,120,Y,190.26,larceny,26,M,B,Y,Y,4032015,2057,1,1,1,1,0,0,1,0,0,0,0
3668,2015,110,Y,190.79,larceny,17,M,B,N,N,10082015,1145,1,0,0,1,0,0,1,0,0,0,0
2659,2015,69,Y,190.82,larceny,23,M,A,Y,N,9162015,40,1,1,0,1,0,1,0,0,0,0,0
2173,2015,48,Y,195.05,other,24,M,Q,Y,Y,5202015,1841,1,1,1,1,0,0,0,0,1,0,0
249,2015,13,Y,205.3,assault,47,M,B,Y,Y,8112015,2150,1,1,1,1,0,0,1,0,0,0,0
2841,2015,75,Y,205.3,assault,21,M,B,N,N,6042015,125,1,0,0,1,0,0,1,0,0,0,0
620,2015,25,Y,215.4,other,31,M,B,Y,Y,2042015,47,1,1,1,1,0,0,1,0,0,0,0
1411,2015,40,Y,215.4,other,19,M,B,Y,Y,12142015,2030,1,1,1,1,0,0,1,0,0,0,0
2493,2015,62,Y,215.4,other,17,M,B,Y,Y,11212015,100,1,1,1,1,0,0,1,0,0,0,0
3772,2015,114,Y,215.4,other,25,M,B,Y,Y,7152015,1645,1,1,1,1,0,0,1,0,0,0,0
3773,2015,114,Y,215.4,other,32,M,Q,Y,N,7162015,320,1,1,0,1,0,0,0,0,1,0,0
79,2015,9,Y,220.03,contraband,59,M,Q,Y,Y,1242015,1035,1,1,1,1,0,0,0,0,1,0,0
275,2015,13,Y,220.03,contraband,41,F,B,Y,Y,11272015,2215,1,1,1,0,1,0,1,0,0,0,0
523,2015,23,Y,220.03,contraband,51,M,B,Y,N,2122015,2105,1,1,0,1,0,0,1,0,0,0,0
1248,2015,40,Y,220.03,contraband,34,M,P,N,Y,9032015,1540,1,0,1,1,0,0,0,0,1,0,0
1249,2015,40,Y,220.03,contraband,41,M,P,N,Y,9032015,1540,1,0,1,1,0,0,0,0,1,0,0
1634,2015,42,Y,220.03,contraband,32,M,B,Y,Y,12012015,1410,1,1,1,1,0,0,1,0,0,0,0
1833,2015,43,Y,220.03,contraband,31,M,B,Y,Y,12082015,1550,1,1,1,1,0,0,1,0,0,0,0
1889,2015,44,Y,220.03,contraband,22,M,B,Y,Y,6172015,2030,1,1,1,1,0,0,1,0,0,0,0
1956,2015,46,Y,220.03,contraband,28,M,B,Y,Y,12182015,1535,1,1,1,1,0,0,1,0,0,0,0
2263,2015,49,Y,220.03,contraband,25,M,Q,Y,Y,11102015,2130,1,1,1,1,0,0,0,0,1,0,0
2320,2015,52,Y,220.03,contraband,19,M,Q,Y,Y,6072015,230,1,1,1,1,0,0,0,0,1,0,0
2456,2015,62,Y,220.03,contraband,21,M,W,Y,Y,2272015,1405,1,1,1,1,0,0,0,0,0,1,0
2468,2015,62,Y,220.03,contraband,26,M,W,Y,Y,7172015,2053,1,1,1,1,0,0,0,0,0,1,0
2489,2015,62,Y,220.03,contraband,37,M,W,Y,Y,10082015,1515,1,1,1,1,0,0,0,0,0,1,0
2536,2015,66,Y,220.03,contraband,32,M,A,Y,Y,6122015,240,1,1,1,1,0,1,0,0,0,0,0
2543,2015,66,Y,220.03,contraband,27,M,W,Y,N,7092015,2310,1,1,0,1,0,0,0,0,0,1,0
2748,2015,73,Y,220.03,contraband,55,M,B,Y,N,1172015,1600,1,1,0,1,0,0,1,0,0,0,0
2752,2015,73,Y,220.03,contraband,51,M,B,N,N,2052015,2050,1,0,0,1,0,0,1,0,0,0,0
2774,2015,73,Y,220.03,contraband,33,M,P,Y,Y,6032015,1235,1,1,1,1,0,0,0,0,1,0,0
2857,2015,75,Y,220.03,contraband,48,F,Q,N,N,7192015,2210,1,0,0,0,1,0,0,0,1,0,0
2933,2015,79,Y,220.03,contraband,52,M,B,Y,Y,2122015,1800,1,1,1,1,0,0,1,0,0,0,0
2973,2015,79,Y,220.03,contraband,46,M,B,Y,Y,9242015,1820,1,1,1,1,0,0,1,0,0,0,0
2974,2015,79,Y,220.03,contraband,19,M,B,Y,Y,9302015,1114,1,1,1,1,0,0,1,0,0,0,0
3106,2015,88,Y,220.03,contraband,38,F,B,N,Y,9062015,1624,1,0,1,0,1,0,1,0,0,0,0
3662,2015,110,Y,220.03,contraband,43,M,Q,Y,N,8172015,1915,1,1,0,1,0,0,0,0,1,0,0
3699,2015,111,Y,220.03,contraband,22,M,P,Y,Y,1262015,1852,1,1,1,1,0,0,0,0,1,0,0
3701,2015,111,Y,220.03,contraband,23,M,Q,Y,N,2092015,1733,1,1,0,1,0,0,0,0,1,0,0
3937,2015,122,Y,220.03,contraband,24,M,W,Y,Y,11142015,130,1,1,1,1,0,0,0,0,0,1,0
1462,2015,41,Y,220.06,contraband,31,M,B,Y,Y,7312015,2250,1,1,1,1,0,0,1,0,0,0,0
1963,2015,47,Y,220.06,contraband,22,M,B,Y,N,1212015,140,1,1,0,1,0,0,1,0,0,0,0
1964,2015,47,Y,220.06,contraband,35,M,B,Y,N,1212015,140,1,1,0,1,0,0,1,0,0,0,0
2490,2015,62,Y,220.06,contraband,29,M,A,Y,Y,11072015,2215,1,1,1,1,0,1,0,0,0,0,0
1937,2015,46,Y,220.16,contraband,35,M,P,Y,Y,6192015,1845,1,1,1,1,0,0,0,0,1,0,0
1953,2015,46,Y,220.16,contraband,52,M,Q,Y,Y,12072015,1540,1,1,1,1,0,0,0,0,1,0,0
1954,2015,46,Y,220.16,contraband,31,M,Q,Y,Y,12072015,1540,1,1,1,1,0,0,0,0,1,0,0
2258,2015,49,Y,220.16,contraband,28,M,W,Y,N,11062015,340,1,1,0,1,0,0,0,0,0,1,0
2329,2015,52,Y,220.16,contraband,30,F,W,Y,Y,12052015,1425,1,1,1,0,1,0,0,0,0,1,0
2330,2015,52,Y,220.16,contraband,30,F,W,Y,Y,12052015,1425,1,1,1,0,1,0,0,0,0,1,0
2932,2015,79,Y,220.16,contraband,48,M,B,Y,Y,2122015,1800,1,1,1,1,0,0,1,0,0,0,0
2936,2015,79,Y,220.16,contraband,42,M,B,Y,Y,2192015,2115,1,1,1,1,0,0,1,0,0,0,0
2968,2015,79,Y,220.16,contraband,51,M,B,Y,Y,8122015,1505,1,1,1,1,0,0,1,0,0,0,0
2977,2015,79,Y,220.16,contraband,20,M,B,Y,Y,12032015,36,1,1,1,1,0,0,1,0,0,0,0
3307,2015,105,Y,220.16,contraband,25,M,B,Y,Y,1112015,525,1,1,1,1,0,0,1,0,0,0,0
625,2015,25,Y,220.5,contraband,43,M,P,Y,N,2112015,1120,1,1,0,1,0,0,0,0,1,0,0
626,2015,25,Y,220.5,contraband,43,M,Q,N,N,2112015,1120,1,0,0,1,0,0,0,0,1,0,0
1849,2015,44,Y,221,contraband,23,M,P,Y,Y,1182015,2250,1,1,1,1,0,0,0,0,1,0,0
749,2015,28,Y,221.05,contraband,22,M,B,N,Y,4052015,544,1,0,1,1,0,0,1,0,0,0,0
3646,2015,110,Y,221.05,contraband,25,M,B,Y,Y,5122015,1615,1,1,1,1,0,0,1,0,0,0,0
69,2015,9,Y,221.1,contraband,25,M,Q,Y,Y,1162015,1300,1,1,1,1,0,0,0,0,1,0,0
232,2015,13,Y,221.1,contraband,26,M,B,Y,Y,7012015,1620,1,1,1,1,0,0,1,0,0,0,0
233,2015,13,Y,221.1,contraband,24,M,Q,Y,Y,7012015,1620,1,1,1,1,0,0,0,0,1,0,0
960,2015,40,Y,221.1,contraband,18,M,W,Y,N,3062015,1955,1,1,0,1,0,0,0,0,0,1,0
985,2015,40,Y,221.1,contraband,41,M,B,N,Y,3212015,130,1,0,1,1,0,0,1,0,0,0,0
989,2015,40,Y,221.1,contraband,27,M,P,Y,Y,3222015,1950,1,1,1,1,0,0,0,0,1,0,0
1427,2015,41,Y,221.1,contraband,38,M,B,Y,Y,1212015,1952,1,1,1,1,0,0,1,0,0,0,0
1518,2015,42,Y,221.1,contraband,25,M,Q,N,N,3202015,2340,1,0,0,1,0,0,0,0,1,0,0
1533,2015,42,Y,221.1,contraband,20,M,P,N,Y,5222015,2150,1,0,1,1,0,0,0,0,1,0,0
1534,2015,42,Y,221.1,contraband,26,M,B,N,N,5232015,50,1,0,0,1,0,0,1,0,0,0,0
1630,2015,42,Y,221.1,contraband,50,F,Q,N,Y,11302015,2155,1,0,1,0,1,0,0,0,1,0,0
1632,2015,42,Y,221.1,contraband,28,M,Q,Y,Y,11302015,2155,1,1,1,1,0,0,0,0,1,0,0
1745,2015,43,Y,221.1,contraband,36,M,W,Y,Y,3282015,1705,1,1,1,1,0,0,0,0,0,1,0
1746,2015,43,Y,221.1,contraband,16,M,Q,N,Y,3282015,1955,1,0,1,1,0,0,0,0,1,0,0
1747,2015,43,Y,221.1,contraband,21,M,Q,N,N,3282015,2305,1,0,0,1,0,0,0,0,1,0,0
1881,2015,44,Y,221.1,contraband,20,M,Q,Y,Y,3142015,2150,1,1,1,1,0,0,0,0,1,0,0
2052,2015,47,Y,221.1,contraband,27,M,B,Y,Y,5132015,2220,1,1,1,1,0,0,1,0,0,0,0
2060,2015,47,Y,221.1,contraband,27,M,B,Y,Y,5222015,1635,1,1,1,1,0,0,1,0,0,0,0
2062,2015,47,Y,221.1,contraband,21,M,B,Y,Y,5222015,2200,1,1,1,1,0,0,1,0,0,0,0
2754,2015,73,Y,221.1,contraband,19,M,B,N,N,2062015,1720,1,0,0,1,0,0,1,0,0,0,0
2797,2015,75,Y,221.1,contraband,18,M,B,Y,Y,1042015,1755,1,1,1,1,0,0,1,0,0,0,0
2798,2015,75,Y,221.1,contraband,16,M,Z,Y,Y,1042015,1755,1,1,1,1,0,0,0,0,0,0,1
2868,2015,75,Y,221.1,contraband,34,M,B,Y,N,10142015,1026,1,1,0,1,0,0,1,0,0,0,0
1640,2015,42,Y,221.15,contraband,38,M,B,Y,Y,12092015,1600,1,1,1,1,0,0,1,0,0,0,0
2164,2015,47,Y,221.15,contraband,33,M,B,Y,Y,11302015,2200,1,1,1,1,0,0,1,0,0,0,0
3530,2015,106,Y,221.15,contraband,19,M,P,Y,Y,12132015,2245,1,1,1,1,0,0,0,0,1,0,0
3531,2015,106,Y,221.15,contraband,19,M,Q,Y,Y,12132015,2245,1,1,1,1,0,0,0,0,1,0,0
1942,2015,46,Y,221.25,contraband,23,M,P,Y,N,7172015,1730,1,1,0,1,0,0,0,0,1,0,0
834,2015,32,Y,221.4,contraband,21,M,P,N,Y,5272015,2005,1,0,1,1,0,0,0,0,1,0,0
835,2015,32,Y,221.4,contraband,19,M,P,N,Y,5272015,2005,1,0,1,1,0,0,0,0,1,0,0
3255,2015,102,Y,230.04,sexoffense,44,M,Q,Y,Y,9292015,1755,1,1,1,1,0,0,0,0,1,0,0
595,2015,25,Y,240.2,other,26,M,B,Y,Y,1012015,115,1,1,1,1,0,0,1,0,0,0,0
3102,2015,88,Y,240.2,other,29,M,B,Y,N,5292015,2006,1,1,0,1,0,0,1,0,0,0,0
3780,2015,114,Y,240.2,other,25,M,W,N,N,8082015,2130,1,0,0,1,0,0,0,0,0,1,0
308,2015,14,Y,245,sexoffense,55,M,B,N,N,4102015,1012,1,0,0,1,0,0,1,0,0,0,0
990,2015,40,Y,245,sexoffense,16,F,Q,Y,N,3222015,2135,1,1,0,0,1,0,0,0,1,0,0
306,2015,14,Y,250.45,other,41,F,U,Y,Y,4052015,1553,1,1,1,0,1,0,0,0,0,0,0
1933,2015,46,Y,255.1,other,21,M,Q,Y,Y,2142015,1443,1,1,1,1,0,0,0,0,1,0,0
184,2015,13,Y,265,other,21,M,B,Y,N,2072015,2234,1,1,0,1,0,0,1,0,0,0,0
624,2015,25,Y,265,other,57,M,W,Y,Y,2102015,1430,1,1,1,1,0,0,0,0,0,1,0
40,2015,7,Y,265.01,contraband,55,M,W,N,Y,2062015,15,1,0,1,1,0,0,0,0,0,1,0
121,2015,9,Y,265.01,contraband,45,M,A,Y,N,4082015,1009,1,1,0,1,0,1,0,0,0,0,0
189,2015,13,Y,265.01,contraband,27,M,W,Y,Y,3072015,1942,1,1,1,1,0,0,0,0,0,1,0
191,2015,13,Y,265.01,contraband,22,M,A,Y,Y,3262015,1445,1,1,1,1,0,1,0,0,0,0,0
194,2015,13,Y,265.01,contraband,29,M,W,Y,Y,4012015,845,1,1,1,1,0,0,0,0,0,1,0
195,2015,13,Y,265.01,contraband,24,M,W,Y,N,4042015,355,1,1,0,1,0,0,0,0,0,1,0
202,2015,13,Y,265.01,contraband,43,M,W,Y,Y,4222015,845,1,1,1,1,0,0,0,0,0,1,0
204,2015,13,Y,265.01,contraband,54,M,B,Y,Y,4232015,1120,1,1,1,1,0,0,1,0,0,0,0
211,2015,13,Y,265.01,contraband,26,M,W,Y,Y,5092015,2327,1,1,1,1,0,0,0,0,0,1,0
213,2015,13,Y,265.01,contraband,26,M,P,Y,N,5182015,1505,1,1,0,1,0,0,0,0,1,0,0
216,2015,13,Y,265.01,contraband,35,M,Q,Y,Y,5262015,1535,1,1,1,1,0,0,0,0,1,0,0
220,2015,13,Y,265.01,contraband,27,M,W,N,Y,6032015,1644,1,0,1,1,0,0,0,0,0,1,0
222,2015,13,Y,265.01,contraband,48,M,B,Y,Y,6042015,1439,1,1,1,1,0,0,1,0,0,0,0
223,2015,13,Y,265.01,contraband,39,M,Q,Y,Y,6052015,530,1,1,1,1,0,0,0,0,1,0,0
224,2015,13,Y,265.01,contraband,28,M,W,Y,N,6162015,945,1,1,0,1,0,0,0,0,0,1,0
226,2015,13,Y,265.01,contraband,23,M,B,Y,Y,6162015,2205,1,1,1,1,0,0,1,0,0,0,0
234,2015,13,Y,265.01,contraband,22,M,W,Y,Y,7032015,1520,1,1,1,1,0,0,0,0,0,1,0
253,2015,13,Y,265.01,contraband,42,M,W,Y,Y,9072015,115,1,1,1,1,0,0,0,0,0,1,0
255,2015,13,Y,265.01,contraband,24,M,B,Y,N,9142015,1314,1,1,0,1,0,0,1,0,0,0,0
342,2015,17,Y,265.01,contraband,24,F,Q,Y,Y,1292015,1635,1,1,1,0,1,0,0,0,1,0,0
344,2015,17,Y,265.01,contraband,51,M,Q,Y,Y,3122015,1450,1,1,1,1,0,0,0,0,1,0,0
345,2015,17,Y,265.01,contraband,34,M,Q,Y,Y,3132015,1404,1,1,1,1,0,0,0,0,1,0,0
351,2015,17,Y,265.01,contraband,49,M,W,Y,Y,6112015,1525,1,1,1,1,0,0,0,0,0,1,0
361,2015,17,Y,265.01,contraband,27,M,W,Y,N,11252015,1410,1,1,0,1,0,0,0,0,0,1,0
424,2015,19,Y,265.01,contraband,35,M,W,Y,Y,5192015,1306,1,1,1,1,0,0,0,0,0,1,0
458,2015,19,Y,265.01,contraband,23,M,W,Y,N,10022015,1,1,1,0,1,0,0,0,0,0,1,0
529,2015,23,Y,265.01,contraband,33,M,A,Y,Y,4162015,1820,1,1,1,1,0,1,0,0,0,0,0
538,2015,23,Y,265.01,contraband,57,M,Q,Y,Y,6082015,1551,1,1,1,1,0,0,0,0,1,0,0
600,2015,25,Y,265.01,contraband,31,M,B,Y,Y,1082015,1425,1,1,1,1,0,0,1,0,0,0,0
674,2015,25,Y,265.01,contraband,23,M,Q,N,N,7242015,1020,1,0,0,1,0,0,0,0,1,0,0
676,2015,25,Y,265.01,contraband,20,M,B,Y,Y,7262015,2045,1,1,1,1,0,0,1,0,0,0,0
679,2015,25,Y,265.01,contraband,23,M,B,Y,Y,8062015,125,1,1,1,1,0,0,1,0,0,0,0
680,2015,25,Y,265.01,contraband,40,M,B,Y,Y,8082015,20,1,1,1,1,0,0,1,0,0,0,0
681,2015,25,Y,265.01,contraband,37,M,B,Y,Y,8092015,20,1,1,1,1,0,0,1,0,0,0,0
686,2015,25,Y,265.01,contraband,41,M,Q,Y,Y,9042015,1935,1,1,1,1,0,0,0,0,1,0,0
693,2015,25,Y,265.01,contraband,35,M,Q,Y,Y,9232015,1950,1,1,1,1,0,0,0,0,1,0,0
697,2015,25,Y,265.01,contraband,14,M,B,Y,Y,10022015,1925,1,1,1,1,0,0,1,0,0,0,0
702,2015,25,Y,265.01,contraband,52,M,W,N,N,10122015,920,1,0,0,1,0,0,0,0,0,1,0
716,2015,25,Y,265.01,contraband,16,M,B,Y,Y,11252015,1840,1,1,1,1,0,0,1,0,0,0,0
720,2015,25,Y,265.01,contraband,19,M,B,Y,Y,12122015,1735,1,1,1,1,0,0,1,0,0,0,0
1845,2015,44,Y,265.01,contraband,22,M,Q,Y,Y,1102015,1725,1,1,1,1,0,0,0,0,1,0,0
1847,2015,44,Y,265.01,contraband,22,M,Q,Y,Y,1102015,1730,1,1,1,1,0,0,0,0,1,0,0
1848,2015,44,Y,265.01,contraband,27,M,B,Y,Y,1182015,2250,1,1,1,1,0,0,1,0,0,0,0
1850,2015,44,Y,265.01,contraband,24,M,B,Y,Y,1212015,1740,1,1,1,1,0,0,1,0,0,0,0
1887,2015,44,Y,265.01,contraband,52,M,B,Y,Y,4212015,1559,1,1,1,1,0,0,1,0,0,0,0
1959,2015,47,Y,265.01,contraband,20,M,P,Y,Y,1162015,2350,1,1,1,1,0,0,0,0,1,0,0
1967,2015,47,Y,265.01,contraband,24,M,B,Y,N,2042015,2330,1,1,0,1,0,0,1,0,0,0,0
1968,2015,47,Y,265.01,contraband,29,M,B,Y,N,2042015,2330,1,1,0,1,0,0,1,0,0,0,0
1974,2015,47,Y,265.01,contraband,53,M,B,Y,Y,2132015,45,1,1,1,1,0,0,1,0,0,0,0
1978,2015,47,Y,265.01,contraband,33,M,B,Y,N,3192015,2210,1,1,0,1,0,0,1,0,0,0,0
2097,2015,47,Y,265.01,contraband,14,M,B,Y,Y,6262015,2010,1,1,1,1,0,0,1,0,0,0,0
2132,2015,47,Y,265.01,contraband,21,M,B,Y,N,8102015,34,1,1,0,1,0,0,1,0,0,0,0
2162,2015,47,Y,265.01,contraband,24,M,B,Y,Y,11272015,1545,1,1,1,1,0,0,1,0,0,0,0
2267,2015,49,Y,265.01,contraband,27,M,B,Y,Y,11152015,30,1,1,1,1,0,0,1,0,0,0,0
2534,2015,66,Y,265.01,contraband,1,M,W,Y,Y,6032015,2310,1,1,1,1,0,0,0,0,0,1,0
2644,2015,68,Y,265.01,contraband,33,M,W,Y,Y,11222015,1918,1,1,1,1,0,0,0,0,0,1,0
2806,2015,75,Y,265.01,contraband,16,M,P,Y,N,2042015,1550,1,1,0,1,0,0,0,0,1,0,0
3013,2015,83,Y,265.01,contraband,20,M,Q,N,Y,1302015,2145,1,0,1,1,0,0,0,0,1,0,0
3032,2015,83,Y,265.01,contraband,21,M,Q,Y,Y,3192015,1929,1,1,1,1,0,0,0,0,1,0,0
3033,2015,83,Y,265.01,contraband,23,M,B,Y,Y,4112015,649,1,1,1,1,0,0,1,0,0,0,0
3088,2015,88,Y,265.01,contraband,24,M,W,Y,Y,1212015,1520,1,1,1,1,0,0,0,0,0,1,0
3132,2015,90,Y,265.01,contraband,18,F,B,Y,Y,10252015,1710,1,1,1,0,1,0,1,0,0,0,0
3246,2015,102,Y,265.01,contraband,17,F,B,Y,Y,6182015,2205,1,1,1,0,1,0,1,0,0,0,0
3667,2015,110,Y,265.01,contraband,16,M,B,Y,Y,10082015,25,1,1,1,1,0,0,1,0,0,0,0
3689,2015,110,Y,265.01,contraband,23,M,Q,N,Y,12022015,240,1,0,1,1,0,0,0,0,1,0,0
206,2015,13,Y,265.02,contraband,44,F,B,Y,Y,4252015,2220,1,1,1,0,1,0,1,0,0,0,0
289,2015,14,Y,265.02,contraband,28,M,W,Y,Y,1252015,1029,1,1,1,1,0,0,0,0,0,1,0
311,2015,14,Y,265.02,contraband,53,M,Q,Y,Y,4172015,1345,1,1,1,1,0,0,0,0,1,0,0
667,2015,25,Y,265.02,contraband,17,M,Q,Y,Y,6112015,2110,1,1,1,1,0,0,0,0,1,0,0
757,2015,28,Y,265.02,contraband,32,M,B,Y,N,6242015,1625,1,1,0,1,0,0,1,0,0,0,0
788,2015,32,Y,265.02,contraband,31,M,B,Y,Y,1132015,2220,1,1,1,1,0,0,1,0,0,0,0
864,2015,33,Y,265.02,contraband,19,M,P,Y,Y,1012015,229,1,1,1,1,0,0,0,0,1,0,0
2923,2015,79,Y,265.02,contraband,17,M,B,Y,N,1012015,2034,1,1,0,1,0,0,1,0,0,0,0
3104,2015,88,Y,265.02,contraband,31,M,B,Y,Y,8282015,23,1,1,1,1,0,0,1,0,0,0,0
3108,2015,88,Y,265.02,contraband,39,M,B,Y,Y,10112015,2042,1,1,1,1,0,0,1,0,0,0,0
3113,2015,90,Y,265.02,contraband,16,M,B,Y,Y,5102015,2002,1,1,1,1,0,0,1,0,0,0,0
3153,2015,100,Y,265.02,contraband,23,M,B,Y,Y,4162015,2255,1,1,1,1,0,0,1,0,0,0,0
3350,2015,105,Y,265.02,contraband,21,M,P,Y,Y,4232015,410,1,1,1,1,0,0,0,0,1,0,0
3717,2015,111,Y,265.02,contraband,23,M,A,Y,Y,11102015,724,1,1,1,1,0,1,0,0,0,0,0
3872,2015,120,Y,265.02,contraband,21,M,B,Y,N,12142015,1936,1,1,0,1,0,0,1,0,0,0,0
167,2015,13,Y,265.03,contraband,42,M,Q,Y,Y,1052015,1753,1,1,1,1,0,0,0,0,1,0,0
2024,2015,47,Y,265.03,contraband,16,M,Q,Y,Y,4232015,1556,1,1,1,1,0,0,0,0,1,0,0
